car,corner,stint,C,age,grip,lt
PER,6,2,1,4.0,0.8593444757925252,100.759
PER,7,2,1,4.0,1.010707210459364,100.759
PER,8,2,1,4.0,1.3372748775797942,100.759
PER,9,2,1,4.0,1.3372748775797942,100.759
PER,10,2,1,4.0,1.2087006020594182,100.759
PER,0,2,1,5.0,2.358131883818907,100.134
PER,1,2,1,5.0,3.1770758889215944,100.134
PER,2,2,1,5.0,2.202377152245632,100.134
PER,3,2,1,5.0,1.342371015170418,100.134
PER,4,2,1,5.0,1.9190665042652517,100.134
PER,5,2,1,5.0,1.4155557777129189,100.134
PER,6,2,1,5.0,0.9193869333601702,100.134
PER,7,2,1,5.0,1.6239865658332198,100.134
PER,8,2,1,5.0,0.9297841230874899,100.134
PER,9,2,1,5.0,0.9297841230874899,100.134
PER,10,2,1,5.0,1.2870411478309227,100.134
PER,0,2,1,6.0,2.1151033776315495,99.704
PER,1,2,1,6.0,1.243897633139075,99.704
PER,2,2,1,6.0,1.6379948090815932,99.704
PER,3,2,1,6.0,1.012287968350507,99.704
PER,4,2,1,6.0,1.6118183250048006,99.704
PER,5,2,1,6.0,1.3291980702032549,99.704
PER,6,2,1,6.0,0.9696685040929754,99.704
PER,7,2,1,6.0,2.061380885736539,99.704
PER,8,2,1,6.0,1.0613310039601305,99.704
PER,9,2,1,6.0,1.0613310039601305,99.704
PER,10,2,1,6.0,1.0495216114835269,99.704
